;tipoequipamento;modelo;cidade;estabelecimento;custo_km;ml_good_or_bad;recomend_replacement;consensus_count;model_agreement;trend_detected;relationship;performance_reliability;ml_weight_score;description;action_summary;feature_context;target_feature
169;MOTOCICLETA;XRE 300/ 300 ABS;Rio de Janeiro;POSTO DE GASOLINA DAS AMERICAS LTDA;0.28;bad;yes;1;2;Inconsistent Trend;Clear Relationship;0.33;-5;Anomalia potencial com padrões inconsistentes;Sugerir substituição imediata devido a problemas críticos na confiabilidade e anomalias.;tipoequipamento-modelo-cidade;estabelecimento
170;VEÍCULO;XRE 300;Petrolina;DELTA COMERCIO DE DERIVADOS DE PETROLEO LTDA EPP;0.23;good;no;3;3;Consistent Trend;Clear Relationship;1.0;5;Alta confiança com confiabilidade elevada e padrão consistente;Alta previsibilidade: continuar com a abordagem atual.;tipoequipamento-modelo-cidade;estabelecimento
171;CAMINHONETE;SAVEIRO CS;Duque de Caxias;POSTO SÃO CRISTOVÃO LTDA - REDE MB POSTOS;0.51;good;yes;1;2;Inconsistent Trend;Clear Relationship;0.67;3;Baixa confiança, mas desempenho confiável e padrão consistente;Revisar substituição devido a problemas moderados de confiabilidade ou consistência.;tipoequipamento-modelo-cidade;estabelecimento
172;VEÍCULO;DUSTER;Petrolina;DELTA COMERCIO DE DERIVADOS DE PETROLEO LTDA EPP;0.9;good;no;3;3;Consistent Trend;Clear Relationship;1.0;5;Alta confiança com confiabilidade elevada e padrão consistente;Alta previsibilidade: continuar com a abordagem atual.;tipoequipamento-modelo-cidade;estabelecimento
173;AMBULÂNCIA;KANGOO;Tanque Novo;IDERLUCIO MAGALHAES CARNEIRO LTDA;0.83;good;no;3;3;Consistent Trend;Clear Relationship;1.0;5;Alta confiança com confiabilidade elevada e padrão consistente;Alta previsibilidade: continuar com a abordagem atual.;tipoequipamento-modelo-cidade;estabelecimento
174;VEÍCULO;DUSTER;Recife;POSTO FIJI COMERCIO DE COMBUSTIVEIS LTDA;0.6;bad;yes;0;1;Inconsistent Trend;Potential Anomaly;0.0;-5;Anomalia potencial com padrões inconsistentes;Sugerir substituição imediata devido a problemas críticos na confiabilidade e anomalias.;tipoequipamento-modelo-cidade;estabelecimento
175;VEÍCULO;OROCH;RIO LARGO;CDA Empreendimentos LTDA;0.62;good;yes;1;2;Inconsistent Trend;Clear Relationship;0.67;3;Baixa confiança, mas desempenho confiável e padrão consistente;Revisar substituição devido a problemas moderados de confiabilidade ou consistência.;tipoequipamento-modelo-cidade;estabelecimento
176;VEÍCULO;DUSTER;CABO DE SANTO AGOSTINHO;POSTO SAO CRISTOVAO LTDA;0.52;good;no;3;3;Consistent Trend;Clear Relationship;1.0;5;Alta confiança com confiabilidade elevada e padrão consistente;Alta previsibilidade: continuar com a abordagem atual.;tipoequipamento-modelo-cidade;estabelecimento
177;VEÍCULO;CRONOS;RECIFE;POSTO F V V LTDA;0.61;good;no;3;3;Consistent Trend;Clear Relationship;1.0;5;Alta confiança com confiabilidade elevada e padrão consistente;Alta previsibilidade: continuar com a abordagem atual.;tipoequipamento-modelo-cidade;estabelecimento
178;VEÍCULO LEVE;PALIO;Santa Inês;POSTO MAGNOLIA LTDA;0.51;good;no;3;3;Consistent Trend;Clear Relationship;1.0;5;Alta confiança com confiabilidade elevada e padrão consistente;Alta previsibilidade: continuar com a abordagem atual.;tipoequipamento-modelo-cidade;estabelecimento
179;AUTOMÓVEL;FIORINO;SANTO AMARO;AGB DERIVADOS DE PETROLEO LTDA;0.57;good;no;3;3;Consistent Trend;Clear Relationship;1.0;5;Alta confiança com confiabilidade elevada e padrão consistente;Alta previsibilidade: continuar com a abordagem atual.;tipoequipamento-modelo-cidade;estabelecimento
180;VEÍCULO;CRONOS;Recife;ALENCAR E CAVALCANTI COMBUSTIVEIS LTDA;0.66;bad;yes;0;1;Inconsistent Trend;Clear Relationship;0.33;-5;Anomalia potencial com padrões inconsistentes;Sugerir substituição imediata devido a problemas críticos na confiabilidade e anomalias.;tipoequipamento-modelo-cidade;estabelecimento
181;VEÍCULO;POLO;RECIFE;POSTO F V V LTDA;0.62;good;no;3;3;Consistent Trend;Clear Relationship;1.0;5;Alta confiança com confiabilidade elevada e padrão consistente;Alta previsibilidade: continuar com a abordagem atual.;tipoequipamento-modelo-cidade;estabelecimento
182;VEÍCULO;DUSTER;Recife;Rofera Combustiveis LTDA;0.98;bad;yes;1;2;Inconsistent Trend;Potential Anomaly;0.0;-5;Anomalia potencial com padrões inconsistentes;Sugerir substituição imediata devido a problemas críticos na confiabilidade e anomalias.;tipoequipamento-modelo-cidade;estabelecimento
183;MICRO ONIBUS;JUMPER;SANTO AMARO;AGB DERIVADOS DE PETROLEO LTDA;0.89;good;no;3;3;Consistent Trend;Clear Relationship;1.0;5;Alta confiança com confiabilidade elevada e padrão consistente;Alta previsibilidade: continuar com a abordagem atual.;tipoequipamento-modelo-cidade;estabelecimento
184;CAMINHONETE;L200 Triton HPE 3.2 CD TB Int.Diesel Mec;Medeiros Neto;FFSG COMBUSTIVEIS LTDA;0.87;bad;yes;1;2;Inconsistent Trend;Potential Anomaly;0.0;-5;Anomalia potencial com padrões inconsistentes;Sugerir substituição imediata devido a problemas críticos na confiabilidade e anomalias.;tipoequipamento-modelo-cidade;estabelecimento
185;AUTOMÓVEL;ONIX;Belém do São Francisco;POSTO BELEM LTDA;0.72;good;no;3;3;Consistent Trend;Clear Relationship;1.0;5;Alta confiança com confiabilidade elevada e padrão consistente;Alta previsibilidade: continuar com a abordagem atual.;tipoequipamento-modelo-cidade;estabelecimento
186;AUTOMOVEL;L200 TRITON;Santa Inês;POSTO MAGNOLIA LTDA;0.76;good;no;3;3;Consistent Trend;Clear Relationship;1.0;5;Alta confiança com confiabilidade elevada e padrão consistente;Alta previsibilidade: continuar com a abordagem atual.;tipoequipamento-modelo-cidade;estabelecimento
187;CAMINHONETE;MASTER;Cruzeiro do Sul;S & G PETROLEO LTDA;0.88;good;no;3;3;Consistent Trend;Clear Relationship;1.0;5;Alta confiança com confiabilidade elevada e padrão consistente;Alta previsibilidade: continuar com a abordagem atual.;tipoequipamento-modelo-cidade;estabelecimento
188;UTILITÁRIO;T4;Bacabeira;AGUIAR PETROLEO E LOCACOES LTDA;0.84;good;no;3;3;Consistent Trend;Clear Relationship;1.0;5;Alta confiança com confiabilidade elevada e padrão consistente;Alta previsibilidade: continuar com a abordagem atual.;tipoequipamento-modelo-cidade;estabelecimento
189;CAMINHONETE;S10;Sumaré;AUTO POSTO JEQUITIBA LTDA;0.81;good;yes;1;2;Inconsistent Trend;Clear Relationship;0.67;3;Baixa confiança, mas desempenho confiável e padrão consistente;Revisar substituição devido a problemas moderados de confiabilidade ou consistência.;tipoequipamento-modelo-cidade;estabelecimento
190;AUTOMÓVEL;Hilux CD 4x4 2.8 Diesel;Itapecuru Mirim;POSTO JESUS LTDA;0.61;good;yes;1;2;Inconsistent Trend;Clear Relationship;0.67;3;Baixa confiança, mas desempenho confiável e padrão consistente;Revisar substituição devido a problemas moderados de confiabilidade ou consistência.;tipoequipamento-modelo-cidade;estabelecimento
191;MOTOCICLETA;XRE 300/ 300 ABS;Caruaru;AUTO POSTO LUCENA LTDA;0.3;good;no;3;3;Consistent Trend;Clear Relationship;1.0;5;Alta confiança com confiabilidade elevada e padrão consistente;Alta previsibilidade: continuar com a abordagem atual.;tipoequipamento-modelo-cidade;estabelecimento
192;CAVALO;AXOR 2544 S;Santa Inês;POSTO MAGNOLIA LTDA;2.6;good;no;3;3;Consistent Trend;Clear Relationship;1.0;5;Alta confiança com confiabilidade elevada e padrão consistente;Alta previsibilidade: continuar com a abordagem atual.;tipoequipamento-modelo-cidade;estabelecimento
193;AUTOMÓVEL;Mobi Like;Rio de Janeiro;POSTO DE ABASTECIMENTO GRANDE AMOR LTDA;0.6;good;no;3;3;Consistent Trend;Clear Relationship;1.0;5;Alta confiança com confiabilidade elevada e padrão consistente;Alta previsibilidade: continuar com a abordagem atual.;tipoequipamento-modelo-cidade;estabelecimento
194;CAMINHÃO TRATOR;STRALIS 600-S40T TA 6x2 2p (diesel)(E5);Caxias;JOSE SANTANA DE SOUSA;1.05;good;no;3;3;Consistent Trend;Clear Relationship;1.0;5;Alta confiança com confiabilidade elevada e padrão consistente;Alta previsibilidade: continuar com a abordagem atual.;tipoequipamento-modelo-cidade;estabelecimento
195;AUTOMÓVEL;ETIOS SD;Juazeiro;AUTO POSTO GRANDE RIO LTDA;0.58;good;no;3;3;Consistent Trend;Clear Relationship;1.0;5;Alta confiança com confiabilidade elevada e padrão consistente;Alta previsibilidade: continuar com a abordagem atual.;tipoequipamento-modelo-cidade;estabelecimento
196;AUTOMÓVEL;HILUX;COLINAS;GAS DO SERTAO LTDA;1.04;good;no;3;3;Consistent Trend;Clear Relationship;1.0;5;Alta confiança com confiabilidade elevada e padrão consistente;Alta previsibilidade: continuar com a abordagem atual.;tipoequipamento-modelo-cidade;estabelecimento
197;LEVE;KICKS;Salvador;3 L COMERCIO DE COMB E LUBRIF LTDA;0.55;good;no;3;3;Consistent Trend;Clear Relationship;1.0;5;Alta confiança com confiabilidade elevada e padrão consistente;Alta previsibilidade: continuar com a abordagem atual.;tipoequipamento-modelo-cidade;estabelecimento
198;AUTOMOVEL;SPIN 1.8 L;RECIFE;SERVICAR S/A;0.79;good;yes;1;2;Inconsistent Trend;Clear Relationship;0.67;3;Baixa confiança, mas desempenho confiável e padrão consistente;Revisar substituição devido a problemas moderados de confiabilidade ou consistência.;tipoequipamento-modelo-cidade;estabelecimento
199;CAMINHONETE;S10 Pick-Up LS 2.8 TDI 4x4 CD Dies. Mec.;CARPINA;EDU PETRO COMBUSTIVEIS LTDA;0.79;good;no;3;3;Consistent Trend;Clear Relationship;1.0;5;Alta confiança com confiabilidade elevada e padrão consistente;Alta previsibilidade: continuar com a abordagem atual.;tipoequipamento-modelo-cidade;estabelecimento
200;CAMINHONETE;STRADA ENDURANCE CS;Petrópolis;ECORODO BR 040 COMBUSTIVEIS LTDA - REDE MB POSTOS;0.35;bad;yes;1;2;Inconsistent Trend;Clear Relationship;0.33;-5;Anomalia potencial com padrões inconsistentes;Sugerir substituição imediata devido a problemas críticos na confiabilidade e anomalias.;tipoequipamento-modelo-cidade;estabelecimento
201;AUTOMOVEL;S10 Pick-Up LT 2.8 TDI 4x4 CD Diesel Aut;Presidente Dutra;AUTO POSTO CONFIANCA I LTDA;0.93;good;no;3;3;Consistent Trend;Clear Relationship;1.0;5;Alta confiança com confiabilidade elevada e padrão consistente;Alta previsibilidade: continuar com a abordagem atual.;tipoequipamento-modelo-cidade;estabelecimento
202;CAMINHÃO;ACCELO 815;Goianésia;AUTO POSTO PARA LTDA;1.14;good;no;3;3;Consistent Trend;Clear Relationship;1.0;5;Alta confiança com confiabilidade elevada e padrão consistente;Alta previsibilidade: continuar com a abordagem atual.;tipoequipamento-modelo-cidade;estabelecimento
203;AMBULÂNCIA;MASTER;Garanhuns;FARIAS COMBUSTIVEIS LTDA;0.85;bad;yes;1;2;Inconsistent Trend;Clear Relationship;0.33;-5;Anomalia potencial com padrões inconsistentes;Sugerir substituição imediata devido a problemas críticos na confiabilidade e anomalias.;tipoequipamento-modelo-cidade;estabelecimento
204;AUTOMÓVEL;YARIS;TERESINA;CACIQUE PETROLEO LTDA;0.5;good;yes;1;2;Inconsistent Trend;Clear Relationship;0.67;3;Baixa confiança, mas desempenho confiável e padrão consistente;Revisar substituição devido a problemas moderados de confiabilidade ou consistência.;tipoequipamento-modelo-cidade;estabelecimento
205;AUTOMÓVEL;ARGO;Recife;POSTO MODELO LTDA;0.51;good;yes;1;2;Inconsistent Trend;Clear Relationship;0.67;3;Baixa confiança, mas desempenho confiável e padrão consistente;Revisar substituição devido a problemas moderados de confiabilidade ou consistência.;tipoequipamento-modelo-cidade;estabelecimento
206;CAMINHÃO;13-180/ 13-180 E WORKER 2p (diesel);Rio Bananal;AUTO POSTO SANTA ANA LTDA;1.26;good;no;3;3;Consistent Trend;Clear Relationship;1.0;5;Alta confiança com confiabilidade elevada e padrão consistente;Alta previsibilidade: continuar com a abordagem atual.;tipoequipamento-modelo-cidade;estabelecimento
207;CAMINHONETE;S10;Santa Inês;POSTO MAGNOLIA LTDA;0.74;good;no;3;3;Consistent Trend;Clear Relationship;1.0;5;Alta confiança com confiabilidade elevada e padrão consistente;Alta previsibilidade: continuar com a abordagem atual.;tipoequipamento-modelo-cidade;estabelecimento
208;CAMINHONETE;STRADA HD WORKING CC E;Recife;PETROCAL PETROLEO CAVALCANTI LTDA;0.32;bad;yes;3;3;Consistent Trend;Potential Anomaly;0.0;-5;Anomalia potencial com padrões inconsistentes;Sugerir substituição imediata devido a problemas críticos na confiabilidade e anomalias.;tipoequipamento-modelo-cidade;estabelecimento
209;LEVE;Gol (novo) 1.0 Mi Total Flex 8V 4p;SALVADOR;POSTO DE GASOLINA FELICCI LTDA;0.5;bad;yes;1;2;Inconsistent Trend;Potential Anomaly;0.0;-5;Anomalia potencial com padrões inconsistentes;Sugerir substituição imediata devido a problemas críticos na confiabilidade e anomalias.;tipoequipamento-modelo-cidade;estabelecimento
210;AUTOMÓVEL;S10;Timon;CACIQUE PETROLEO LTDA;0.76;bad;yes;1;2;Inconsistent Trend;Potential Anomaly;0.0;-5;Anomalia potencial com padrões inconsistentes;Sugerir substituição imediata devido a problemas críticos na confiabilidade e anomalias.;tipoequipamento-modelo-cidade;estabelecimento
211;AUTOMÓVEL;ONIX;Recife;IGUEP INCORPORADORA GUEDES PEREIRA LTDA;0.25;good;yes;1;2;Inconsistent Trend;Clear Relationship;0.67;3;Baixa confiança, mas desempenho confiável e padrão consistente;Revisar substituição devido a problemas moderados de confiabilidade ou consistência.;tipoequipamento-modelo-cidade;estabelecimento
212;LEVE;ONIX;Rio Branco;A & S DERIVADO DE PETROLEO EIRELI;0.58;good;no;3;3;Consistent Trend;Clear Relationship;1.0;5;Alta confiança com confiabilidade elevada e padrão consistente;Alta previsibilidade: continuar com a abordagem atual.;tipoequipamento-modelo-cidade;estabelecimento
213;CAMINHONETE;PAJERO;SALVADOR;TIC COMERCIO DE COMBUSTIVEIS LTDA;0.82;bad;yes;1;2;Inconsistent Trend;Potential Anomaly;0.0;-5;Anomalia potencial com padrões inconsistentes;Sugerir substituição imediata devido a problemas críticos na confiabilidade e anomalias.;tipoequipamento-modelo-cidade;estabelecimento
214;AUTOMOVEL;L200 TRITON;Santa Inês;POSTO MAGNOLIA LTDA;0.72;good;no;3;3;Consistent Trend;Clear Relationship;1.0;5;Alta confiança com confiabilidade elevada e padrão consistente;Alta previsibilidade: continuar com a abordagem atual.;tipoequipamento-modelo-cidade;estabelecimento
215;AMBULÂNCIA;STRADA;Salgueiro;VERDEJANTE COMERCIAL LTDA;0.62;good;yes;1;2;Inconsistent Trend;Clear Relationship;0.67;3;Baixa confiança, mas desempenho confiável e padrão consistente;Revisar substituição devido a problemas moderados de confiabilidade ou consistência.;tipoequipamento-modelo-cidade;estabelecimento
216;CARRO;Gol 1.6 Mi Plus Total Flex 8V 4p;Jaboatão dos Guararapes;ALBUQUERQUE PNEUS LTDA;0.53;good;no;3;3;Consistent Trend;Clear Relationship;1.0;5;Alta confiança com confiabilidade elevada e padrão consistente;Alta previsibilidade: continuar com a abordagem atual.;tipoequipamento-modelo-cidade;estabelecimento
217;CAMINHONETE;HILUX;Senador Guiomard;AUTO POSTO CENTRO LTDA;0.94;good;no;3;3;Consistent Trend;Clear Relationship;1.0;5;Alta confiança com confiabilidade elevada e padrão consistente;Alta previsibilidade: continuar com a abordagem atual.;tipoequipamento-modelo-cidade;estabelecimento
218;VEÍCULO LEVE;PALIO;São Luís;L S COMERCIO E SERVICOS LTDA;0.45;good;no;3;3;Consistent Trend;Clear Relationship;1.0;5;Alta confiança com confiabilidade elevada e padrão consistente;Alta previsibilidade: continuar com a abordagem atual.;tipoequipamento-modelo-cidade;estabelecimento
219;VEÍCULO LEVE;Mobi Like;São Paulo;POSTO SERV. AUTOM. COM. COMBUSTIVEL CABERNET LTDA;0.44;good;no;3;3;Consistent Trend;Clear Relationship;1.0;5;Alta confiança com confiabilidade elevada e padrão consistente;Alta previsibilidade: continuar com a abordagem atual.;tipoequipamento-modelo-cidade;estabelecimento
220;AUTOMÓVEL;DUSTER;Cabrobó;LIMA E MARQUES LTDA;0.73;good;no;3;3;Consistent Trend;Clear Relationship;1.0;5;Alta confiança com confiabilidade elevada e padrão consistente;Alta previsibilidade: continuar com a abordagem atual.;tipoequipamento-modelo-cidade;estabelecimento
221;LEVE;SPIN 1.8 L AT PREMIER;SALVADOR;SRS COMBUSTIVEIS E DERIVADOS DE PETROLEO LTDA;0.55;bad;yes;1;2;Inconsistent Trend;Clear Relationship;0.33;-5;Anomalia potencial com padrões inconsistentes;Sugerir substituição imediata devido a problemas críticos na confiabilidade e anomalias.;tipoequipamento-modelo-cidade;estabelecimento
222;AUTOMÓVEL;FIORINO;Aratuípe;DERIVADO DE PETROLEO ARATUIPE LTDA;0.62;good;yes;1;2;Inconsistent Trend;Clear Relationship;0.67;3;Baixa confiança, mas desempenho confiável e padrão consistente;Revisar substituição devido a problemas moderados de confiabilidade ou consistência.;tipoequipamento-modelo-cidade;estabelecimento
223;AUTOMÓVEL;DUSTER;Goiana;ALBUQUERQUE PNEUS LTDA;0.79;good;no;3;3;Consistent Trend;Clear Relationship;1.0;5;Alta confiança com confiabilidade elevada e padrão consistente;Alta previsibilidade: continuar com a abordagem atual.;tipoequipamento-modelo-cidade;estabelecimento
224;AUTOMÓVEL;HB20;Brumado;B&B COMERCIAL LTDA;0.59;good;no;3;3;Consistent Trend;Clear Relationship;1.0;5;Alta confiança com confiabilidade elevada e padrão consistente;Alta previsibilidade: continuar com a abordagem atual.;tipoequipamento-modelo-cidade;estabelecimento
225;AUTOMÓVEL;T-Cross;Marechal Deodoro;POSTO ECOLOGICO COMERCIO DE COMBUSTIVEIS LTDA;0.58;good;no;3;3;Consistent Trend;Clear Relationship;1.0;5;Alta confiança com confiabilidade elevada e padrão consistente;Alta previsibilidade: continuar com a abordagem atual.;tipoequipamento-modelo-cidade;estabelecimento
226;VEÍCULO LEVE;PALIO;Parnaíba;V. MACHADO & CIA LTDA;0.47;good;no;3;3;Consistent Trend;Clear Relationship;1.0;5;Alta confiança com confiabilidade elevada e padrão consistente;Alta previsibilidade: continuar com a abordagem atual.;tipoequipamento-modelo-cidade;estabelecimento
227;AUTOMÓVEL;STRADA ENDURANCE CS;Maceió;AUTO POSTO COMENDADOR LTDA;0.66;good;no;3;3;Consistent Trend;Clear Relationship;1.0;5;Alta confiança com confiabilidade elevada e padrão consistente;Alta previsibilidade: continuar com a abordagem atual.;tipoequipamento-modelo-cidade;estabelecimento
228;CAMINHONETE;L 200 TRITON HPE D;RIO BRANCO;JRSA DERIVADO DE PETROLEO LTDA;0.84;good;no;3;3;Consistent Trend;Clear Relationship;1.0;5;Alta confiança com confiabilidade elevada e padrão consistente;Alta previsibilidade: continuar com a abordagem atual.;tipoequipamento-modelo-cidade;estabelecimento
229;CAMINHÃO;CARGO;São Luís;L S COMERCIO E SERVICOS LTDA;1.13;good;no;3;3;Consistent Trend;Clear Relationship;1.0;5;Alta confiança com confiabilidade elevada e padrão consistente;Alta previsibilidade: continuar com a abordagem atual.;tipoequipamento-modelo-cidade;estabelecimento
230;VEÍCULO;DUSTER;Barreiros;ANA P PIMENTEL BANDEIRA DE SANTANA - EIRELI;0.73;good;yes;1;2;Inconsistent Trend;Clear Relationship;0.67;3;Baixa confiança, mas desempenho confiável e padrão consistente;Revisar substituição devido a problemas moderados de confiabilidade ou consistência.;tipoequipamento-modelo-cidade;estabelecimento
231;VEÍCULO;XRE 300/ 300 ABS;Abreu e Lima;AUTO POSTO DUQUE DE CAXIAS LTDA;0.31;good;no;3;3;Consistent Trend;Clear Relationship;1.0;5;Alta confiança com confiabilidade elevada e padrão consistente;Alta previsibilidade: continuar com a abordagem atual.;tipoequipamento-modelo-cidade;estabelecimento
