;nota_fiscal_id;status;nome_serv;valor;consensus_count;model_agreement;trend_detected;relationship;performance_reliability;ml_weight_score;description;action_summary;feature_context;target_feature
4264;;VALIDO;Gasolina;197.4;1;2;Inconsistent Trend;Clear Relationship;0.33;-5;Anomalia potencial com padrões inconsistentes;Sugerir substituição imediata devido a problemas críticos na confiabilidade e anomalias.;nota_fiscal_id-status;nome_serv
4265;;VALIDO;Diesel S10;239.6;1;2;Inconsistent Trend;Clear Relationship;0.67;3;Baixa confiança, mas desempenho confiável e padrão consistente;Revisar substituição devido a problemas moderados de confiabilidade ou consistência.;nota_fiscal_id-status;nome_serv
4266;;VALIDO;Diesel S10;68.12;1;2;Inconsistent Trend;Clear Relationship;0.33;-5;Anomalia potencial com padrões inconsistentes;Sugerir substituição imediata devido a problemas críticos na confiabilidade e anomalias.;nota_fiscal_id-status;nome_serv
4267;;VALIDO;Gasolina;234.12;1;2;Inconsistent Trend;Clear Relationship;0.33;-5;Anomalia potencial com padrões inconsistentes;Sugerir substituição imediata devido a problemas críticos na confiabilidade e anomalias.;nota_fiscal_id-status;nome_serv
4268;;VALIDO;Diesel S10;280.03;1;2;Inconsistent Trend;Clear Relationship;0.67;3;Baixa confiança, mas desempenho confiável e padrão consistente;Revisar substituição devido a problemas moderados de confiabilidade ou consistência.;nota_fiscal_id-status;nome_serv
4269;;VALIDO;Diesel S10;210.0;1;2;Inconsistent Trend;Clear Relationship;0.67;3;Baixa confiança, mas desempenho confiável e padrão consistente;Revisar substituição devido a problemas moderados de confiabilidade ou consistência.;nota_fiscal_id-status;nome_serv
4270;;VALIDO;Diesel S10;296.23;1;2;Inconsistent Trend;Clear Relationship;0.67;3;Baixa confiança, mas desempenho confiável e padrão consistente;Revisar substituição devido a problemas moderados de confiabilidade ou consistência.;nota_fiscal_id-status;nome_serv
4271;;VALIDO;Diesel S10;105.71;1;2;Inconsistent Trend;Clear Relationship;0.33;-5;Anomalia potencial com padrões inconsistentes;Sugerir substituição imediata devido a problemas críticos na confiabilidade e anomalias.;nota_fiscal_id-status;nome_serv
4272;;VALIDO;Diesel S10;1000.05;1;2;Inconsistent Trend;Clear Relationship;0.67;3;Baixa confiança, mas desempenho confiável e padrão consistente;Revisar substituição devido a problemas moderados de confiabilidade ou consistência.;nota_fiscal_id-status;nome_serv
4273;;VALIDO;Gasolina;334.45;1;2;Inconsistent Trend;Clear Relationship;0.33;-5;Anomalia potencial com padrões inconsistentes;Sugerir substituição imediata devido a problemas críticos na confiabilidade e anomalias.;nota_fiscal_id-status;nome_serv
4274;;VALIDO;Diesel S10;203.5;1;2;Inconsistent Trend;Clear Relationship;0.67;3;Baixa confiança, mas desempenho confiável e padrão consistente;Revisar substituição devido a problemas moderados de confiabilidade ou consistência.;nota_fiscal_id-status;nome_serv
4275;;VALIDO;Diesel S10;317.49;1;2;Inconsistent Trend;Clear Relationship;0.67;3;Baixa confiança, mas desempenho confiável e padrão consistente;Revisar substituição devido a problemas moderados de confiabilidade ou consistência.;nota_fiscal_id-status;nome_serv
4276;;VALIDO;Diesel S10;339.0;1;2;Inconsistent Trend;Clear Relationship;0.67;3;Baixa confiança, mas desempenho confiável e padrão consistente;Revisar substituição devido a problemas moderados de confiabilidade ou consistência.;nota_fiscal_id-status;nome_serv
4277;;VALIDO;Gasolina;192.28;1;2;Inconsistent Trend;Clear Relationship;0.67;3;Baixa confiança, mas desempenho confiável e padrão consistente;Revisar substituição devido a problemas moderados de confiabilidade ou consistência.;nota_fiscal_id-status;nome_serv
4278;;VALIDO;Diesel;357.7;1;2;Inconsistent Trend;Potential Anomaly;0.0;-5;Anomalia potencial com padrões inconsistentes;Sugerir substituição imediata devido a problemas críticos na confiabilidade e anomalias.;nota_fiscal_id-status;nome_serv
4279;;VALIDO;Gasolina;275.83;1;2;Inconsistent Trend;Clear Relationship;0.33;-5;Anomalia potencial com padrões inconsistentes;Sugerir substituição imediata devido a problemas críticos na confiabilidade e anomalias.;nota_fiscal_id-status;nome_serv
4280;;VALIDO;Gasolina;169.75;1;2;Inconsistent Trend;Clear Relationship;0.67;3;Baixa confiança, mas desempenho confiável e padrão consistente;Revisar substituição devido a problemas moderados de confiabilidade ou consistência.;nota_fiscal_id-status;nome_serv
4281;;VALIDO;Diesel;859.5;1;2;Inconsistent Trend;Potential Anomaly;0.0;-5;Anomalia potencial com padrões inconsistentes;Sugerir substituição imediata devido a problemas críticos na confiabilidade e anomalias.;nota_fiscal_id-status;nome_serv
4282;;VALIDO;Gasolina;337.6;1;2;Inconsistent Trend;Clear Relationship;0.33;-5;Anomalia potencial com padrões inconsistentes;Sugerir substituição imediata devido a problemas críticos na confiabilidade e anomalias.;nota_fiscal_id-status;nome_serv
4283;;VALIDO;Diesel S10;27.99;1;2;Inconsistent Trend;Clear Relationship;0.33;-5;Anomalia potencial com padrões inconsistentes;Sugerir substituição imediata devido a problemas críticos na confiabilidade e anomalias.;nota_fiscal_id-status;nome_serv
4284;;VALIDO;Diesel S10;288.2;1;2;Inconsistent Trend;Clear Relationship;0.67;3;Baixa confiança, mas desempenho confiável e padrão consistente;Revisar substituição devido a problemas moderados de confiabilidade ou consistência.;nota_fiscal_id-status;nome_serv
4285;;VALIDO;Diesel S10;373.4;1;2;Inconsistent Trend;Clear Relationship;0.67;3;Baixa confiança, mas desempenho confiável e padrão consistente;Revisar substituição devido a problemas moderados de confiabilidade ou consistência.;nota_fiscal_id-status;nome_serv
4286;;VALIDO;Diesel;121.8;1;2;Inconsistent Trend;Potential Anomaly;0.0;-5;Anomalia potencial com padrões inconsistentes;Sugerir substituição imediata devido a problemas críticos na confiabilidade e anomalias.;nota_fiscal_id-status;nome_serv
4287;;VALIDO;Gasolina;64.09;1;2;Inconsistent Trend;Clear Relationship;0.67;3;Baixa confiança, mas desempenho confiável e padrão consistente;Revisar substituição devido a problemas moderados de confiabilidade ou consistência.;nota_fiscal_id-status;nome_serv
4288;;VALIDO;Gasolina;50.0;1;2;Inconsistent Trend;Clear Relationship;0.67;3;Baixa confiança, mas desempenho confiável e padrão consistente;Revisar substituição devido a problemas moderados de confiabilidade ou consistência.;nota_fiscal_id-status;nome_serv
4289;;VALIDO;Gasolina;175.65;1;2;Inconsistent Trend;Clear Relationship;0.67;3;Baixa confiança, mas desempenho confiável e padrão consistente;Revisar substituição devido a problemas moderados de confiabilidade ou consistência.;nota_fiscal_id-status;nome_serv
4290;;VALIDO;Diesel S10;206.22;1;2;Inconsistent Trend;Clear Relationship;0.67;3;Baixa confiança, mas desempenho confiável e padrão consistente;Revisar substituição devido a problemas moderados de confiabilidade ou consistência.;nota_fiscal_id-status;nome_serv
4291;;VALIDO;Diesel S10;211.65;1;2;Inconsistent Trend;Clear Relationship;0.67;3;Baixa confiança, mas desempenho confiável e padrão consistente;Revisar substituição devido a problemas moderados de confiabilidade ou consistência.;nota_fiscal_id-status;nome_serv
4292;;VALIDO;Diesel S10;217.79;1;2;Inconsistent Trend;Clear Relationship;0.67;3;Baixa confiança, mas desempenho confiável e padrão consistente;Revisar substituição devido a problemas moderados de confiabilidade ou consistência.;nota_fiscal_id-status;nome_serv
4293;;VALIDO;Diesel S10;169.5;1;2;Inconsistent Trend;Clear Relationship;0.33;-5;Anomalia potencial com padrões inconsistentes;Sugerir substituição imediata devido a problemas críticos na confiabilidade e anomalias.;nota_fiscal_id-status;nome_serv
4294;;VALIDO;Diesel S10;296.0;1;2;Inconsistent Trend;Clear Relationship;0.67;3;Baixa confiança, mas desempenho confiável e padrão consistente;Revisar substituição devido a problemas moderados de confiabilidade ou consistência.;nota_fiscal_id-status;nome_serv
4295;;VALIDO;Diesel S10;340.8;1;2;Inconsistent Trend;Clear Relationship;0.67;3;Baixa confiança, mas desempenho confiável e padrão consistente;Revisar substituição devido a problemas moderados de confiabilidade ou consistência.;nota_fiscal_id-status;nome_serv
4296;;VALIDO;Diesel S10;251.65;1;2;Inconsistent Trend;Clear Relationship;0.67;3;Baixa confiança, mas desempenho confiável e padrão consistente;Revisar substituição devido a problemas moderados de confiabilidade ou consistência.;nota_fiscal_id-status;nome_serv
4297;;VALIDO;Gasolina;201.0;1;2;Inconsistent Trend;Clear Relationship;0.33;-5;Anomalia potencial com padrões inconsistentes;Sugerir substituição imediata devido a problemas críticos na confiabilidade e anomalias.;nota_fiscal_id-status;nome_serv
4298;;VALIDO;Diesel S10;237.51;1;2;Inconsistent Trend;Clear Relationship;0.67;3;Baixa confiança, mas desempenho confiável e padrão consistente;Revisar substituição devido a problemas moderados de confiabilidade ou consistência.;nota_fiscal_id-status;nome_serv
4299;;VALIDO;Diesel S10;190.92;1;2;Inconsistent Trend;Clear Relationship;0.33;-5;Anomalia potencial com padrões inconsistentes;Sugerir substituição imediata devido a problemas críticos na confiabilidade e anomalias.;nota_fiscal_id-status;nome_serv
4300;;VALIDO;Diesel S10;386.17;1;2;Inconsistent Trend;Clear Relationship;0.67;3;Baixa confiança, mas desempenho confiável e padrão consistente;Revisar substituição devido a problemas moderados de confiabilidade ou consistência.;nota_fiscal_id-status;nome_serv
4301;;VALIDO;Gasolina;337.31;1;2;Inconsistent Trend;Clear Relationship;0.33;-5;Anomalia potencial com padrões inconsistentes;Sugerir substituição imediata devido a problemas críticos na confiabilidade e anomalias.;nota_fiscal_id-status;nome_serv
4302;;VALIDO;Gasolina;43.33;1;2;Inconsistent Trend;Clear Relationship;0.67;3;Baixa confiança, mas desempenho confiável e padrão consistente;Revisar substituição devido a problemas moderados de confiabilidade ou consistência.;nota_fiscal_id-status;nome_serv
4303;;VALIDO;Gasolina;199.34;1;2;Inconsistent Trend;Clear Relationship;0.33;-5;Anomalia potencial com padrões inconsistentes;Sugerir substituição imediata devido a problemas críticos na confiabilidade e anomalias.;nota_fiscal_id-status;nome_serv
4304;;VALIDO;Diesel S10;227.2;1;2;Inconsistent Trend;Clear Relationship;0.67;3;Baixa confiança, mas desempenho confiável e padrão consistente;Revisar substituição devido a problemas moderados de confiabilidade ou consistência.;nota_fiscal_id-status;nome_serv
4305;;VALIDO;Diesel S10;223.96;1;2;Inconsistent Trend;Clear Relationship;0.67;3;Baixa confiança, mas desempenho confiável e padrão consistente;Revisar substituição devido a problemas moderados de confiabilidade ou consistência.;nota_fiscal_id-status;nome_serv
4306;;VALIDO;Diesel S10;260.44;1;2;Inconsistent Trend;Clear Relationship;0.67;3;Baixa confiança, mas desempenho confiável e padrão consistente;Revisar substituição devido a problemas moderados de confiabilidade ou consistência.;nota_fiscal_id-status;nome_serv
4307;;VALIDO;Diesel S10;215.88;1;2;Inconsistent Trend;Clear Relationship;0.67;3;Baixa confiança, mas desempenho confiável e padrão consistente;Revisar substituição devido a problemas moderados de confiabilidade ou consistência.;nota_fiscal_id-status;nome_serv
4308;;VALIDO;Gasolina;100.0;1;2;Inconsistent Trend;Clear Relationship;0.67;3;Baixa confiança, mas desempenho confiável e padrão consistente;Revisar substituição devido a problemas moderados de confiabilidade ou consistência.;nota_fiscal_id-status;nome_serv
4309;;VALIDO;Diesel S10;226.0;1;2;Inconsistent Trend;Clear Relationship;0.67;3;Baixa confiança, mas desempenho confiável e padrão consistente;Revisar substituição devido a problemas moderados de confiabilidade ou consistência.;nota_fiscal_id-status;nome_serv
4310;;VALIDO;Diesel S10;367.83;1;2;Inconsistent Trend;Clear Relationship;0.67;3;Baixa confiança, mas desempenho confiável e padrão consistente;Revisar substituição devido a problemas moderados de confiabilidade ou consistência.;nota_fiscal_id-status;nome_serv
4311;;VALIDO;Diesel S10;148.12;1;2;Inconsistent Trend;Clear Relationship;0.33;-5;Anomalia potencial com padrões inconsistentes;Sugerir substituição imediata devido a problemas críticos na confiabilidade e anomalias.;nota_fiscal_id-status;nome_serv
4312;;VALIDO;Diesel S10;659.85;1;2;Inconsistent Trend;Clear Relationship;0.67;3;Baixa confiança, mas desempenho confiável e padrão consistente;Revisar substituição devido a problemas moderados de confiabilidade ou consistência.;nota_fiscal_id-status;nome_serv
4313;;VALIDO;Diesel S10;250.2;1;2;Inconsistent Trend;Clear Relationship;0.67;3;Baixa confiança, mas desempenho confiável e padrão consistente;Revisar substituição devido a problemas moderados de confiabilidade ou consistência.;nota_fiscal_id-status;nome_serv
4314;;VALIDO;Gasolina;157.0;1;2;Inconsistent Trend;Clear Relationship;0.67;3;Baixa confiança, mas desempenho confiável e padrão consistente;Revisar substituição devido a problemas moderados de confiabilidade ou consistência.;nota_fiscal_id-status;nome_serv
4315;;VALIDO;Diesel S10;447.92;1;2;Inconsistent Trend;Clear Relationship;0.67;3;Baixa confiança, mas desempenho confiável e padrão consistente;Revisar substituição devido a problemas moderados de confiabilidade ou consistência.;nota_fiscal_id-status;nome_serv
4316;;VALIDO;Gasolina;201.0;1;2;Inconsistent Trend;Clear Relationship;0.33;-5;Anomalia potencial com padrões inconsistentes;Sugerir substituição imediata devido a problemas críticos na confiabilidade e anomalias.;nota_fiscal_id-status;nome_serv
4317;;VALIDO;Diesel S10;164.7;1;2;Inconsistent Trend;Clear Relationship;0.33;-5;Anomalia potencial com padrões inconsistentes;Sugerir substituição imediata devido a problemas críticos na confiabilidade e anomalias.;nota_fiscal_id-status;nome_serv
4318;;VALIDO;Gasolina;100.37;1;2;Inconsistent Trend;Clear Relationship;0.67;3;Baixa confiança, mas desempenho confiável e padrão consistente;Revisar substituição devido a problemas moderados de confiabilidade ou consistência.;nota_fiscal_id-status;nome_serv
4319;;VALIDO;Gasolina;203.7;1;2;Inconsistent Trend;Clear Relationship;0.33;-5;Anomalia potencial com padrões inconsistentes;Sugerir substituição imediata devido a problemas críticos na confiabilidade e anomalias.;nota_fiscal_id-status;nome_serv
4320;;VALIDO;Gasolina;61.9;1;2;Inconsistent Trend;Clear Relationship;0.67;3;Baixa confiança, mas desempenho confiável e padrão consistente;Revisar substituição devido a problemas moderados de confiabilidade ou consistência.;nota_fiscal_id-status;nome_serv
4321;;VALIDO;Gasolina;67.07;1;2;Inconsistent Trend;Clear Relationship;0.67;3;Baixa confiança, mas desempenho confiável e padrão consistente;Revisar substituição devido a problemas moderados de confiabilidade ou consistência.;nota_fiscal_id-status;nome_serv
4322;;VALIDO;Diesel S10;559.9;1;2;Inconsistent Trend;Clear Relationship;0.67;3;Baixa confiança, mas desempenho confiável e padrão consistente;Revisar substituição devido a problemas moderados de confiabilidade ou consistência.;nota_fiscal_id-status;nome_serv
